building_number,address_new,lat,lng,DWellTypeC,flr_area,HOUSE_ID2,DWellKomot,status,YISHUV_STA,STAT_2022,
702572586,כסלו 34,31.91679,35.0068991,מגורים,886.75,D6353,3,valid,12000212,212,
702572588,נחל נעמן 26,31.8933412,35.0038878,מגורים,1127,D4370,4,valid,12000113,113,
702572593,ראל יעקב דורי 7,31.9108599,35.0007197,מגורים,872.75,D2269,4,NA,12000221,221,
702572596,כסלו 36,31.915957,35.008599,מגורים,883,D6354,3,valid,12000212,212,
702572599,ראל יעקב דורי 12,31.9091865,34.9995645,מגורים,964,D2475,4,NA,12000221,221,
702572608,כסלו 26,31.915618,35.008752,מגורים,860.5,D6355,3,valid,12000212,212,
702572715,אבני החושן 23,31.903571,34.9934248,מגורים,4906.75,D3488,5,valid,12000225,225,
702572794,אבני החושן 55,31.9055289,34.9910921,מגורים,3990,D6381,4,over_avg,12000225,225,
702572807,אבני החושן 57,31.9076018,34.9907643,NA,11527,D9619,0,over_avg,12000225,225,
702572922,כסלו 28,31.9151246,35.0093378,מגורים,891,D6332,3,valid,12000212,212,
702572931,כסלו 30,31.91379,35.0098613,מגורים,890.5,D6336,3,valid,12000212,212,
702572933,ראל יעקב דורי 10,31.9112674,35.0014128,מגורים,1556.75,D2527,3,NA,12000221,221,
702572940,כסלו 20,31.9138498,35.0102593,מגורים,844.25,D6345,3,valid,12000212,212,
702572953,כסלו 22,31.914545,35.0075345,מגורים,865.75,D6351,3,valid,12000212,212,
702572958,כסלו 24,31.9160545,35.0062586,מגורים,874.25,D6335,3,valid,12000212,212,
702572966,ראל יעקב דורי 9,31.9104618,35.0002487,מגורים,1041.25,D2433,4,NA,12000221,221,
702572970,כסלו 38,31.9151103,35.0098239,מגורים,902.25,D6331,3,valid,12000212,212,
702572980,כסלו 69,31.9151246,35.0093378,מגורים,2127.25,D1458,3,valid,12000212,212,
702572987,ראל יעקב דורי 14,31.907921,34.9991713,מגורים,193.5,D2053,2,NA,12000222,222,
702572991,כסלו 71,31.9142441,35.0080362,מגורים,1974.25,D1457,3,valid,12000212,212,
702573006,כסלו 65,31.916323,35.007814,מגורים,2099.5,D1451,3,valid,12000212,212,
702573163,נחל בזק 70,31.8966797,35.0206687,מגורים,523,D4812,3,valid,12000111,111,
702573185,נחל בזק 3,31.8963835,35.0215951,מגורים,1471.75,D4771,3,valid,12000111,111,
702573193,נחל בזק 5,31.8964893,35.0210797,מגורים,1420.75,D4772,3,valid,12000111,111,
702573202,נחל בזק 7,31.8966499,35.0206553,מגורים,1318.5,D4773,3,valid,12000111,111,
702573312,כסלו 67,31.914736,35.009997,מגורים,2098.5,D1453,3,valid,12000212,212,
702573322,נחל נעמן 4,31.8946511,35.0031589,מגורים,815,D4219,3,valid,12000113,113,
702573323,כסלו 52,31.9145564,35.0068045,מגורים,1063.75,D6343,3,valid,12000212,212,
702573326,נחל נעמן 2,31.8949501,35.0032973,מגורים,815,D4219,3,valid,12000113,113,
702573332,כסלו 48,31.9151246,35.0093378,מגורים,861.5,D6341,3,valid,12000212,212,
702573333,צאלון 16,31.9052633,35.0167317,מגורים,1061.25,D4030,4,valid,12000123,123,
702573342,צאלון 5,31.9077587,35.0150051,מגורים,1053.75,D4016,2,valid,12000123,123,
702573344,כסלו 50,31.9138748,35.0095272,מגורים,861.5,D6341,3,valid,12000212,212,
702573349,צאלון 7,31.9077587,35.0150051,מגורים,1075.5,D4023,2,valid,12000123,123,
702573357,צאלון 8,31.9079332,35.0146358,מגורים,2275.5,D4575,4,valid,12000123,123,
702573359,ראל יעקב דורי 13,31.907921,34.9991713,מגורים,892,D2035,3,NA,12000222,222,
702573361,כסלו 58,31.9151103,35.0098239,מגורים,1771,D1092,3,NA,12000212,212,
702573367,כסלו 56,31.916037,35.008867,מגורים,1204.75,D1159,3,valid,12000212,212,
702573383,צאלון 17,31.9052633,35.0167317,מגורים,6506,D4043,5,valid,12000123,123,
702573390,צאלון 19,31.9052633,35.0167317,מגורים,6506,D4043,5,valid,12000123,123,
702573403,כסלו 60,31.9140167,35.0096021,מגורים,2099.5,D1451,3,valid,12000212,212,
702573406,צאלון 12,31.9059559,35.0170017,מגורים,1081,D4028,4,valid,12000123,123,
702573412,נחל בזק 9,31.8967251,35.0201282,מגורים,1362.25,D4774,3,valid,12000111,111,
702573421,נחל בזק 11,31.8966418,35.0196369,מגורים,1387.75,D4775,3,valid,12000111,111,
702573457,נחל בזק 1,31.8963899,35.0218404,מגורים,1618.75,D4767,4,valid,12000111,111,
702573464,נחל בזק 23,31.8969122,35.0197558,מגורים,623,D4781,3,valid,12000111,111,
702573475,נחל בזק 25,31.8974137,35.0178871,מגורים,1424.25,D5220,4,valid,12000111,111,
702573483,נחל בזק 21,31.8967817,35.0209065,מגורים,1378.5,D4780,3,valid,12000111,111,
702573492,נחל בזק 19,31.897727,35.017726,מגורים,1383.25,D4779,3,valid,12000111,111,
702573508,נחל בזק 17,31.897727,35.017726,מגורים,1305.75,D4778,3,valid,12000111,111,
702573617,צאלון 14,31.9052633,35.0167317,מגורים,916.25,D4029,4,valid,12000123,123,
702573628,ראל יעקב דורי 23,31.9083071,34.9993105,מגורים,922,D2239,3,NA,12000222,222,
702573633,ראל יעקב דורי 29,31.9083071,34.9993105,מגורים,1071.5,D2246,3,NA,12000222,222,
702573665,מבצע דקל 9,31.9050663,35.0030334,מגורים,905,D2175,3,valid,12000222,222,
702573671,מבצע דקל 7,31.9052675,35.0030469,מגורים,973.25,D2182,3,valid,12000222,222,
702573687,תשרי 44,31.9162217,35.0094977,מגורים,1344,D1091,3,valid,12000213,213,
702573688,מבצע דקל 5,31.9054632,35.0030302,מגורים,995.5,D2174,3,valid,12000222,222,
702573695,תשרי 50,31.9135626,35.0103261,מגורים,634.25,D1137,3,valid,12000213,213,
702573696,מבצע דקל 3,31.9056527,35.0030157,מגורים,946.75,D2168,3,valid,12000222,222,
702573704,תשרי 35,31.9188085,35.0065251,מגורים,1713.25,D1505,4,valid,12000212,212,
702573816,נחל בזק 15,31.897727,35.017726,מגורים,1321,D4777,3,valid,12000111,111,
702573824,מנשה 5,31.8848728,35.0075642,מגורים,1317.25,D6518,4,valid,12000312,312,
702573826,מנשה 3,31.8848942,35.0075664,מגורים,1045,D6517,4,valid,12000312,312,
702573827,נחל בזק 13,31.8982722,35.0172646,מגורים,1198.25,D4776,3,valid,12000111,111,
702573844,אדמונית 4,31.9077771,35.0081489,מגורים,2016,D4713,5,valid,12000122,122,
702573847,מנשה 7,31.8848506,35.0075619,מגורים,1122.5,D6515,4,valid,12000312,312,
702573849,אדמונית 6,31.9074278,35.0082526,מגורים,2184.25,D4714,5,valid,12000122,122,
702573859,אדמונית 8,31.9070822,35.0085277,מגורים,1980.25,D4715,5,valid,12000122,122,
702573860,מנשה 4,31.8853699,35.00734,מגורים,1325.5,D6501,4,valid,12000312,312,
702573864,עמק דותן 72,31.8984523,35.0201215,מגורים,783.25,D4931,3,valid,12000114,114,
702573868,אדמונית 10,31.9082749,35.0081763,מגורים,2149.25,D4716,5,valid,12000122,122,
702573870,מנשה 6,31.8854614,35.0069244,מגורים,1251,D6505,4,valid,12000312,312,
702573871,עמק דותן 74,31.899414,35.014828,מגורים,838.75,D4930,3,valid,12000114,114,
702573880,מנשה 2,31.8853699,35.00734,מגורים,1108.5,D6506,4,valid,12000312,312,
702573886,אדמונית 5,31.9078018,35.0083627,מגורים,1538.75,D4026,3,valid,12000122,122,
702573887,מנשה 8,31.8853699,35.00734,מגורים,989.5,D6513,4,valid,12000312,312,
702573888,עמק דותן 53,31.8987708,35.0185509,מגורים,1320.5,D4988,4,valid,12000115,115,
702573895,עמק דותן 55,31.8996294,35.0132793,מגורים,1226.25,D4959,4,valid,12000115,115,
702573903,אדמונית 3,31.9080688,35.0082504,מגורים,787.25,D4019,3,valid,12000122,122,
702573905,עמק דותן 57,31.899071,35.0103585,מגורים,1331.25,D4987,4,valid,12000115,115,
702574010,ראל משה דיין 12,31.9064391,35.0019565,מגורים,1114.75,D2273,4,NA,12000221,221,
702574015,תשרי 33,31.917071,35.008248,מגורים,1753.5,D1504,4,valid,12000212,212,
702574021,ראל משה דיין 10,31.9094596,35.0040372,מגורים,1114.75,D2273,4,NA,12000221,221,
702574025,תשרי 31,31.9148371,35.0102307,מגורים,1655,D1506,4,valid,12000212,212,
702574037,תשרי 29,31.9183262,35.0070125,מגורים,1602.75,D1503,4,valid,12000212,212,
702574054,ראל משה דיין 18,31.9049031,35.0016867,מגורים,749,D2406,4,NA,12000221,221,
702574058,תשרי 2,31.9134021,35.0104692,מגורים,1261,D1303,3,valid,12000211,211,
702574077,תשרי 4,31.913733,35.010572,מגורים,929.75,D1356,3,valid,12000211,211,
702574082,חלמונית 4,31.9079111,35.0096564,מגורים,1664.25,D4018,4,valid,12000122,122,
702574086,תשרי 6,31.9138802,35.0105499,מגורים,929.75,D1356,3,valid,12000211,211,
702574092,חלמונית 6,31.9079603,35.0094397,מגורים,755,D4024,3,valid,12000122,122,
702574094,תשרי 8,31.914051,35.0105761,מגורים,943,D1354,3,valid,12000211,211,
702574102,חלמונית 8,31.9079625,35.0093235,מגורים,791.25,D4025,3,valid,12000122,122,
702574104,תשרי 10,31.9135626,35.0103261,מגורים,892.5,D1355,3,valid,12000211,211,
702574210,אדמונית 1,31.9076547,35.0083739,מגורים,1558.75,D4011,4,valid,12000122,122,
702574211,עמק דותן 59,31.8999823,35.0140296,מגורים,1487.5,D4962,4,valid,12000115,115,
702574216,עמק דותן 61,31.8986729,35.0224978,מגורים,1395.75,D4964,4,valid,12000115,115,
702574227,עמק דותן 63,31.8985803,35.0184996,מגורים,1425.25,D4966,4,valid,12000115,115,
702574236,עמק דותן 65,31.9008022,35.0157732,מגורים,1434.75,D4967,4,valid,12000115,115,
702574243,עמק דותן 64,31.8995213,35.0157244,מגורים,1940,D4071,4,valid,12000114,114,
702574254,ענבר 6,31.9051128,34.997733,מגורים,977.75,D3276,3,valid,12000223,223,
702574255,עמק דותן 64,31.8995213,35.0157244,מגורים,1940,D4071,4,valid,12000114,114,
702574259,עמק דותן 67,31.89988,35.0120367,מגורים,1284.25,D4986,4,valid,12000115,115,
702574262,ענבר 8,31.9051379,34.9973058,מגורים,1415.75,D3195,3,valid,12000223,223,
702574267,עמק דותן 69,31.8999522,35.0138293,מגורים,1317.25,D4984,4,valid,12000115,115,
702574270,ענבר 10,31.9054382,34.9984775,מגורים,1574,D3196,3,valid,12000223,223,
702574274,ענבר 12,31.9053028,34.9953737,מגורים,1486.75,D3199,3,valid,12000223,223,
702574279,עמק דותן 71,31.8988495,35.0225743,מגורים,1317.25,D4984,4,valid,12000115,115,
702574282,ענבר 14,31.9053028,34.9953737,מגורים,1508.75,D3198,3,valid,12000223,223,
702574288,עמק דותן 54,31.8992698,35.0152464,מגורים,1378.5,D5106,4,valid,12000114,114,
702574290,ענבר 16,31.9053028,34.9953737,מגורים,1479.5,D3197,3,valid,12000223,223,
702574298,עמק דותן 52,31.8984839,35.0207025,מגורים,1297,D5114,4,valid,12000114,114,
702574304,ענבר 18,31.9053028,34.9953737,מגורים,1023.5,D3194,3,valid,12000223,223,
702574338,דוכיפת 47,31.8971109,34.9973442,מגורים,1999.5,D3073,3,NA,12000331,331,
702574381,דוכיפת 35,31.895857,34.9920436,מגורים,1745.5,D3514,3,NA,12000331,331,
702574409,חלמונית 10,31.9078382,35.0100718,מגורים,1548.25,D4022,4,valid,12000122,122,
702574428,תשרי 12,31.915787,35.009809,מגורים,1413.5,D1169,3,valid,12000211,211,
702574431,פיקוס 13,31.9005601,35.0087104,מגורים,1128.5,D4938,4,valid,12000114,114,
702574439,תשרי 14,31.9180972,35.0068099,מגורים,1413.5,D1169,3,valid,12000211,211,
702574440,פיקוס 11,31.901411,35.0094459,מגורים,1135.5,D4913,4,valid,12000114,114,
702574448,פיקוס 9,31.9017487,35.0096409,מגורים,1103.75,D4955,4,valid,12000114,114,
702574450,תשרי 20,31.9134034,35.0104695,מגורים,1024.75,D1141,3,valid,12000213,213,
702574457,פיקוס 7,31.9021789,35.0096135,מגורים,1033.5,D4954,4,valid,12000114,114,
702574458,ראל משה דיין 26,31.9048022,35.0014649,מגורים,1453,D2550,3,NA,12000222,222,
702574459,תשרי 22,31.9153647,35.0104556,מגורים,944.25,D1085,3,valid,12000213,213,
702574467,פיקוס 5,31.9021789,35.0096135,מגורים,1135,D4957,4,valid,12000114,114,
702574468,ראל משה דיין 30,31.9092569,35.0034182,מגורים,725.75,D2158,3,NA,12000222,222,
702574470,תשרי 24,31.9174468,35.0082698,מגורים,952.25,D1086,3,valid,12000213,213,
702574474,פיקוס 3,31.9018265,35.0092946,מגורים,1079.25,D4956,4,valid,12000114,114,
702574479,ראל משה דיין 17,31.9049031,35.0016867,מגורים,711,D2046,3,NA,12000221,221,
702574480,פיקוס 1,31.9013714,35.0091472,מגורים,1154.75,D4941,4,NA,12000114,114,
702574483,תשרי 26,31.9183262,35.0070125,מגורים,943.25,D1084,3,valid,12000213,213,
702574490,תשרי 28,31.9183262,35.0070125,מגורים,911.25,D1361,3,valid,12000213,213,
702574502,ראל משה דיין 11,31.9077642,35.0022922,מגורים,807.25,D2044,3,NA,12000221,221,
702574503,תשרי 16,31.9188085,35.0065251,מגורים,1347.75,D1140,3,valid,12000213,213,
702574609,עמק דותן 62,31.898602,35.019894,מגורים,1458.5,D5095,4,valid,12000114,114,
702574620,עמק דותן 60,31.8983191,35.0238658,מגורים,1343.75,D5092,4,valid,12000114,114,
702574627,עמק דותן 58,31.8993544,35.0109034,מגורים,1391.25,D5109,4,valid,12000114,114,
702574631,ענבר 7,31.9049952,34.9977159,מגורים,1024.25,D3327,4,valid,12000223,223,
702574639,עמק דותן 1,31.897929,35.0250774,מגורים,1524.25,D5078,4,valid,12000111,111,
702574647,עמק דותן 7,31.8982375,35.0236065,מגורים,834.25,D5012,4,valid,12000111,111,
702574648,ענבר 13,31.9053028,34.9953737,מגורים,876.25,D3396,4,valid,12000223,223,
702574658,עמק דותן 9,31.8983047,35.0233845,מגורים,823,D5082,4,valid,12000111,111,
702574659,שד יצחק רבין 30,31.8891028,35.008136,מגורים,815,D4406,3,NA,12000113,113,
702574662,ענבר 9,31.9050482,34.9972645,מגורים,1431.75,D3193,4,valid,12000223,223,
702574666,עמק דותן 11,31.8983502,35.0231548,מגורים,872.25,D5083,4,valid,12000111,111,
702574667,שד יצחק רבין 32,31.8900383,35.0054212,מגורים,835.5,D4399,3,NA,12000113,113,
702574669,ענבר 11,31.9051269,34.9968633,מגורים,1394,D3192,4,valid,12000223,223,
702574677,עמק דותן 3,31.8980642,35.0245851,מגורים,926.5,D5080,3,valid,12000111,111,
702574683,עמק דותן 5,31.8981994,35.0240928,מגורים,986.75,D5081,3,valid,12000111,111,
702574688,שד יצחק רבין 38,31.8931534,35.0015868,מגורים,796.25,D4362,3,NA,12000113,113,
702574695,עמק דותן 13,31.8984527,35.0191231,מגורים,1487.25,D5086,4,valid,12000111,111,
702574697,שד יצחק רבין 40,31.891092,35.0080331,מגורים,1084.5,D4349,3,NA,12000113,113,
702574762,דוכיפת 21,31.8974139,35.0003794,מגורים,2739.5,D3402,3,NA,12000331,331,
702574772,דוכיפת 19,31.8958772,34.9912387,מגורים,1163.25,D3047,3,NA,12000331,331,
702574805,דוכיפת 25,31.8971109,34.9973442,מגורים,1505,D3029,3,NA,12000331,331,
702574811,תשרי 30,31.9135626,35.0103261,מגורים,1035,D1447,3,valid,12000213,213,
702574832,ראל משה דיין 21,31.9090847,35.0030356,מגורים,808.75,D2179,3,NA,12000222,222,
702574833,תשרי 3,31.9135626,35.0103261,מגורים,1215.75,D1041,3,valid,12000212,212,
702574844,תשרי 5,31.9135626,35.0103261,מגורים,1208.5,D1306,3,NA,12000212,212,
702574846,ראל משה דיין 23,31.9070811,35.0019946,מגורים,808.75,D2179,3,NA,12000222,222,
702574854,תשרי 7,31.9148697,35.0103748,מגורים,935,D1040,3,valid,12000212,212,
702574861,ראל משה דיין 25,31.9048022,35.0014649,מגורים,822.75,D2170,3,NA,12000222,222,
702574873,ראל משה דיין 27,31.9048022,35.0014649,מגורים,850.5,D2177,3,NA,12000222,222,
702574881,ראל משה דיין 29,31.9048022,35.0014649,מגורים,904,D2178,3,NA,12000222,222,
702574892,תשרי 15,31.9188085,35.0065251,מגורים,1090.5,D1288,4,valid,12000212,212,
702574902,תשרי 13,31.9172067,35.0080478,מגורים,1089.25,D1103,4,valid,12000212,212,
702575013,שד יצחק רבין 8,31.8912939,35.0076959,מגורים,1036,D4499,3,NA,12000113,113,
702575021,שד יצחק רבין 10,31.8890605,35.008211,מגורים,1058.25,D4489,3,NA,12000113,113,
702575024,עמק דותן 15,31.8997333,35.013765,מגורים,1343.25,D5085,4,valid,12000111,111,
702575029,שד יצחק רבין 12,31.889948,35.00557,מגורים,1024.5,D4481,3,NA,12000113,113,
702575038,שד יצחק רבין 14,31.8920556,35.0038794,מגורים,1020.25,D4470,3,NA,12000113,113,
702575040,עמק דותן 19,31.8999823,35.0140296,מגורים,1492,D5002,4,valid,12000111,111,
702575046,שד יצחק רבין 16,31.8931534,35.0015868,מגורים,973.75,D4458,3,NA,12000113,113,
702575051,שד יצחק רבין 18,31.8931534,35.0015868,מגורים,972.75,D4448,3,NA,12000113,113,
702575057,עמק דותן 17,31.8988846,35.01046,מגורים,1021.25,D4999,4,valid,12000111,111,
702575058,שד יצחק רבין 22,31.8921583,35.0059303,מגורים,1215.5,D4437,3,NA,12000113,113,
702575067,שד יצחק רבין 24,31.893554,35.002951,מגורים,1333.75,D4426,3,NA,12000113,113,
702575072,עמק דותן 23,31.8985803,35.0184996,מגורים,510.25,D4692,3,valid,12000111,111,
702575078,שד יצחק רבין 6,31.8911184,35.0079828,מגורים,791.5,D4509,4,NA,12000113,113,
702575082,עמק דותן 25,31.9006621,35.0163335,מגורים,803,D4831,3,valid,12000111,111,
702575085,שד יצחק רבין 4,31.8909669,35.0082353,מגורים,791.75,D4514,4,NA,12000113,113,
702575091,עמק דותן 27,31.9000509,35.0127242,מגורים,773,D4832,3,valid,12000111,111,
702575099,עמק דותן 31,31.8984977,35.0227237,מגורים,779.75,D4834,3,valid,12000111,111,
702575103,שד יצחק רבין 2,31.8909053,35.00849,מגורים,1416,D4515,4,NA,12000113,113,
702575107,עמק דותן 33,31.8984356,35.0188002,מגורים,826.25,D4835,3,valid,12000111,111,
702575119,דוכיפת 29,31.8971109,34.9973442,מגורים,1421.75,D3001,3,NA,12000331,331,
702575212,תשרי 17,31.9188085,35.0065251,מגורים,1081,D1024,4,valid,12000212,212,
702575226,תשרי 19,31.9188085,35.0065251,מגורים,1071.25,D1025,4,valid,12000212,212,
702575230,ראל משה דיין 36,31.9049031,35.0016867,מגורים,1410,D2556,3,NA,12000222,222,
702575233,תשרי 21,31.9143556,35.0106695,מגורים,1729.75,D1026,4,valid,12000212,212,
702575240,ראל משה דיין 40,31.9096441,35.0039118,מגורים,1337.75,D2555,3,NA,12000222,222,
702575244,תשרי 23,31.916101,35.010042,מגורים,1757.5,D1027,4,valid,12000212,212,
702575252,ראל משה דיין 44,31.9055794,35.0015947,מגורים,656,D2171,3,NA,12000222,222,
702575253,תשרי 25,31.9179,35.007525,מגורים,1719.75,D1028,4,valid,12000212,212,
702575272,ראל משה דיין 4,31.9096441,35.0039118,מגורים,873.5,D2258,4,NA,12000221,221,
702575281,תשרי 47,31.9183262,35.0070125,מגורים,1320.25,D1125,3,NA,12000213,213,
702575292,תשרי 45,31.9183231,35.0070166,מגורים,1276,D1124,3,valid,12000213,213,
702575301,תשרי 43,31.9161626,35.0099638,מגורים,1356.5,D1121,3,valid,12000213,213,
702575306,ראל משה דיין 50,31.9089727,35.0030446,מגורים,1083.25,D2188,3,NA,12000222,222,
702575419,שד יצחק רבין 44,31.8937771,35.0027137,מגורים,654.25,D4341,3,NA,12000113,113,
702575423,עמק דותן 35,31.8993378,35.0133556,מגורים,810,D4837,3,valid,12000111,111,
702575427,שד יצחק רבין 46,31.8929413,35.0027216,מגורים,645.5,D4330,3,NA,12000113,113,
702575438,עמק דותן 37,31.899071,35.0103585,מגורים,804,D4836,3,valid,12000111,111,
702575442,שד יצחק רבין 48,31.8929413,35.0027216,מגורים,671.25,D4323,3,NA,12000113,113,
702575446,עמק דותן 39,31.8999823,35.0140296,מגורים,929.75,D4860,3,NA,12000111,111,
702575453,עמק דותן 29,31.8999823,35.0140296,מגורים,792.75,D4833,3,valid,12000111,111,
702575460,עמק דותן 66,31.9004712,35.0137546,מגורים,1034.75,D4946,4,valid,12000114,114,
702575477,עמק דותן 68,31.8993285,35.0104725,מגורים,1034.75,D4946,4,valid,12000114,114,
702575480,שד יצחק רבין 15,31.8929296,35.002446,מגורים,1083.5,D7124,4,NA,12000311,311,
702575487,עמק דותן 70,31.8983191,35.0238658,מגורים,893.25,D4932,3,valid,12000114,114,
702575490,שד יצחק רבין 13,31.890993,35.0047454,מגורים,1318.25,D7123,4,NA,12000311,311,
702575496,עמק דותן 76,31.899071,35.0108784,מגורים,799.25,D4929,3,valid,12000114,114,
702575500,שד יצחק רבין 11,31.8893387,35.007344,מגורים,1328.25,D7122,4,NA,12000311,311,
702575504,עמק דותן 78,31.8993544,35.0109034,מגורים,808,D4928,3,valid,12000114,114,
702575513,תלתן 23,31.9033441,35.00904,מגורים,1616.5,D4620,3,valid,12000122,122,
702575517,ראל משה דיין 48,31.9048022,35.0014649,מגורים,1050.25,D2614,3,NA,12000222,222,
702575520,תלתן 21,31.9059531,35.0075403,מגורים,2831,D4688,4,valid,12000122,122,
702575530,ראל משה דיין 46,31.9048022,35.0014649,מגורים,1031,D2620,3,NA,12000222,222,
702575536,תלתן 27,31.9033441,35.00904,מגורים,1416.75,D4553,4,valid,12000122,122,
702575544,תשרי 42,31.9155023,35.0103979,מגורים,1413.75,D1090,3,valid,12000213,213,
702575548,תלתן 29,31.9033441,35.00904,מגורים,1416.5,D4554,4,valid,12000122,122,
702575556,תלתן 31,31.905345,35.0078176,מגורים,1405,D4555,4,valid,12000122,122,
702575559,תשרי 37,31.9188085,35.0065251,מגורים,3801.75,D1511,3,valid,12000212,212,
702575564,תלתן 33,31.9024159,35.0097141,מגורים,4969,D4556,6,valid,12000122,122,
702575571,תשרי 46,31.9183262,35.0070125,מגורים,1241.75,D1368,3,valid,12000213,213,
702575580,תשרי 48,31.9183262,35.0070125,מגורים,1280.25,D1369,3,valid,12000213,213,
702575587,תשרי 54,31.918461,35.006572,מגורים,1209.5,D1003,4,valid,12000213,213,
702575588,מבצע דני 2,31.9052294,35.0019977,מגורים,1020.5,D2169,3,valid,12000222,222,
702575599,מבצע דני 4,31.9052335,35.002433,מגורים,1020,D2180,3,valid,12000222,222,
702575608,תלתן 3,31.9072548,35.0075468,מגורים,2336.75,D4720,3,valid,12000122,122,
702575630,חסידה 17,31.8963425,34.9940643,מגורים,1909.25,D3032,3,valid,12000331,331,
702575666,חסידה 23,31.8963425,34.9940643,מגורים,1898,D3033,3,valid,12000331,331,
702575681,חסידה 26,31.8965737,34.9948281,מגורים,1440,D3374,3,valid,12000331,331,
702575702,חסידה 24,31.8965737,34.9948281,מגורים,2540,D3094,3,valid,12000331,331,
702575810,שד יצחק רבין 9,31.8893128,35.0074527,מגורים,1265.25,D7121,4,NA,12000311,311,
702575812,עמק דותן 80,31.8983191,35.0238658,מגורים,813.75,D4927,3,valid,12000114,114,
702575819,שד יצחק רבין 7,31.8891292,35.0079741,מגורים,1272.75,D7120,4,NA,12000311,311,
702575820,עמק דותן 82,31.898602,35.019894,מגורים,1016.75,D4948,3,valid,12000114,114,
702575824,שד יצחק רבין 5,31.8891325,35.0080705,מגורים,1161,D7119,4,NA,12000311,311,
702575825,עמק דותן 84,31.8999112,35.0166575,מגורים,1225,D4949,4,valid,12000114,114,
702575833,שד יצחק רבין 3,31.8891028,35.008136,מגורים,1300.25,D7118,4,NA,12000311,311,
702575835,עמק דותן 86,31.900126,35.0131684,מגורים,918.25,D4933,4,valid,12000114,114,
702575842,שד יצחק רבין 1,31.8890914,35.0082352,מגורים,1252.5,D7117,4,NA,12000311,311,
702575843,עמק דותן 56,31.8991634,35.0111169,מגורים,1405.75,D5112,4,valid,12000114,114,
702575848,שד יצחק רבין 27,31.8929413,35.0027216,מגורים,971.25,D7138,4,NA,12000311,311,
702575849,עמק דותן 21,31.8986729,35.0224978,מגורים,626,D4691,3,valid,12000111,111,
702575853,שד יצחק רבין 25,31.8928028,35.0030209,מגורים,1075.5,D7137,4,NA,12000311,311,
702575858,שד יצחק רבין 23,31.8930175,35.0044839,מגורים,1094,D7101,4,NA,12000311,311,
702575865,שד יצחק רבין 21,31.891585,35.007095,מגורים,1051.75,D7102,4,NA,12000311,311,
702575874,שד יצחק רבין 19,31.8931534,35.0015868,מגורים,1071,D7099,4,NA,12000311,311,
702575879,שד יצחק רבין 17,31.8931534,35.0015868,מגורים,1702.75,D7100,4,NA,12000311,311,
702575885,עמק דותן 50,31.8981831,35.0240875,מגורים,1835.75,D5113,4,valid,12000114,114,
702575889,שד יצחק רבין 45,31.8928459,35.0029378,מגורים,1367.5,D7234,4,NA,12000311,311,
702575899,שד יצחק רבין 47,31.8929413,35.0027216,מגורים,1386.5,D7229,4,NA,12000311,311,
702575908,שד יצחק רבין 49,31.8929413,35.0027216,מגורים,1267,D7231,4,NA,12000311,311,
702575918,תשרי 42,31.9155023,35.0103979,מגורים,1413.75,D1090,3,valid,12000213,213,
702575919,תלתן 5,31.9069928,35.0077132,מגורים,2336.75,D4720,3,valid,12000122,122,
702575921,מבצע דני 6,31.9052927,35.0026284,מגורים,957.75,D2181,3,valid,12000222,222,
702575928,תשרי 44,31.9162217,35.0094977,מגורים,1344,D1091,3,valid,12000213,213,
702575937,מבצע דני 8,31.9052698,35.0028264,מגורים,973.25,D2182,3,valid,12000222,222,
702575940,תשרי 46,31.9183262,35.0070125,מגורים,1241.75,D1368,3,valid,12000213,213,
702575944,יחזקאל הנביא 3,31.9123107,35.0025743,מגורים,1153.5,D2011,4,valid,12000214,214,
702575950,תשרי 48,31.9183262,35.0070125,מגורים,1280.25,D1369,3,valid,12000213,213,
702575959,טבת 22,31.9160971,35.0073651,מגורים,3062,D1317,3,valid,12000212,212,
702575964,רחל אמנו 29,31.881175,35.0065341,מגורים,1335.5,D6090,5,valid,12000313,313,
702575971,טבת 24,31.9163129,35.0075549,מגורים,3355.75,D1515,3,valid,12000212,212,
702575973,רחל אמנו 27,31.881175,35.0065341,מגורים,1197,D6091,5,valid,12000313,313,
702575980,רחל אמנו 25,31.881175,35.0065341,מגורים,1312,D1418,5,valid,12000313,313,
702575982,טבת 18,31.9165283,35.0074072,מגורים,3105,D1476,3,valid,12000212,212,
702575988,רחל אמנו 23,31.878631,35.006718,מגורים,1251.5,D1059,5,valid,12000313,313,
702575990,טבת 20,31.9142482,35.0096776,מגורים,3257.5,D1316,3,NA,12000212,212,
702575994,יחזקאל הנביא 4,31.9123518,35.00272,מגורים,922.25,D2590,4,valid,12000214,214,
702575998,רחל אמנו 21,31.8800334,35.0101188,מגורים,1250.25,D1370,5,valid,12000313,313,
702576000,טבת 12,31.9158573,35.0071321,מגורים,2881.75,D1500,3,valid,12000212,212,
702576006,רחל אמנו 19,31.8808639,35.0061733,מגורים,1547,D6092,5,valid,12000313,313,
702576007,טבת 14,31.9165283,35.0074072,מגורים,2599,D1318,3,valid,12000212,212,
702576013,חסידה 22,31.8962415,34.9970534,מגורים,1066,D3376,3,valid,12000331,331,
702576024,חסידה 20,31.8958301,34.9982292,מגורים,1045.75,D3034,3,valid,12000331,331,
702576028,חסידה 18,31.8963425,34.9940643,מגורים,1051.25,D3510,3,valid,12000331,331,
